Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Apartamento;Jacarepaguá;2;1;0;54;800.0;300.0;
Casa;Anil;1;0;0;35;1000.0;;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;40;850.0;900.0;130.0
Quitinete;Copacabana;0;0;0;36;100.0;;
Apartamento;Cascadura;2;0;0;57;1000.0;;
Quitinete;Vila da Penha;1;0;0;20;450.0;;
Apartamento;Curicica;2;1;0;49;1000.0;400.0;
Loja/Salão;Irajá;0;0;0;20;600.0;;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;1000.0;645.0;
Apartamento;Vila Valqueire;1;0;0;40;850.0;;
Conjunto Comercial/Sala;Saúde;0;1;0;80;800.0;1500.0;101.0
Conjunto Comercial/Sala;Taquara;0;1;0;29;870.0;650.0;560.0
Apartamento;Vila Isabel;2;0;0;59;1100.0;747.0;
Loja/Salão;Pechincha;0;1;0;56;750.0;460.0;56.0
Conjunto Comercial/Sala;Centro;0;0;0;35;450.0;394.0;133.0
Apartamento;Campo Grande;3;1;0;65;900.0;;
Conjunto Comercial/Sala;Centro;0;0;0;54;1000.0;1274.0;137.0
Apartamento;Cachambi;1;0;0;55;850.0;;
Apartamento;Barra da Tijuca;2;1;1;78;900.0;1200.0;156.0
Conjunto Comercial/Sala;Copacabana;0;0;0;28;800.0;700.0;
Quitinete;Jacarepaguá;1;0;0;20;300.0;15.0;7.0
Apartamento;Taquara;2;1;1;51;1150.0;410.0;340.0
Apartamento;Praça Seca;1;0;0;47;500.0;10.0;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;22;700.0;;56.0
Casa;Maria da Graça;1;0;0;40;800.0;;
Quitinete;Catete;1;0;0;26;1050.0;350.0;
Conjunto Comercial/Sala;Flamengo;0;0;0;47;1100.0;600.0;185.0
Apartamento;Anil;2;1;0;65;900.0;325.0;25.0
Conjunto Comercial/Sala;Taquara;0;1;0;26;500.0;380.0;78.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;21;550.0;530.0;170.0
Conjunto Comercial/Sala;Copacabana;0;1;0;26;1100.0;625.0;
Apartamento;Tijuca;2;0;0;50;1000.0;300.0;
Conjunto Comercial/Sala;Pechincha;0;1;0;20;500.0;300.0;150.0
Conjunto Comercial/Sala;Centro;0;0;0;40;900.0;840.0;186.0
Casa de Vila;Irajá;2;0;0;70;1010.0;;
Apartamento;Jardim América;2;0;0;45;1000.0;100.0;
Apartamento;Freguesia (Jacarepaguá);2;0;0;50;1100.0;300.0;135.0
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;23;500.0;381.0;78.0
Conjunto Comercial/Sala;Centro;0;0;0;42;700.0;1020.0;
Quitinete;Laranjeiras;1;0;0;23;1000.0;400.0;25.0
Conjunto Comercial/Sala;Jacarepaguá;0;0;0;28;900.0;653.0;
Apartamento;Pechincha;1;1;0;61;1000.0;347.0;52.0
Quitinete;Flamengo;1;0;0;26;1100.0;390.0;
Apartamento;Campo Grande;1;0;1;70;600.0;;
Apartamento;Cachambi;2;1;0;50;1100.0;430.0;14.0
Conjunto Comercial/Sala;Taquara;0;1;0;39;950.0;;
Conjunto Comercial/Sala;Centro;0;1;0;20;800.0;400.0;
Conjunto Comercial/Sala;Centro;0;0;0;60;1000.0;630.0;199.0
Conjunto Comercial/Sala;Centro;0;0;0;42;700.0;1020.0;
Apartamento;Jacarepaguá;2;1;0;62;1100.0;543.0;17.0
Conjunto Comercial/Sala;Campo Grande;0;0;0;28;500.0;350.0;
Apartamento;Campo Grande;2;1;0;55;400.0;200.0;
Conjunto Comercial/Sala;Centro;0;0;0;36;1100.0;1144.0;141.0
Apartamento;Vila da Penha;2;1;0;60;1100.0;510.0;
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;22;900.0;467.0;
Apartamento;Realengo;2;1;0;60;1100.0;270.0;
Apartamento;Freguesia (Jacarepaguá);1;1;0;41;750.0;357.0;16.0
Quitinete;Engenho de Dentro;1;0;0;30;750.0;;
Apartamento;Penha;2;1;0;60;1000.0;344.0;
Conjunto Comercial/Sala;Centro;0;0;0;31;450.0;413.0;84.0
Casa de Vila;Vicente de Carvalho;1;0;0;50;600.0;;
Apartamento;Campo Grande;2;0;0;50;1100.0;;
Casa;Taquara;2;1;1;79;900.0;;
Apartamento;Santíssimo;2;0;0;48;550.0;;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;1100.0;1200.0;
Conjunto Comercial/Sala;Méier;0;0;0;25;800.0;613.0;44.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;27;900.0;430.0;
Box/Garagem;Centro;0;1;0;14;190.0;332.0;86.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;61;1000.0;405.0;38.0
Apartamento;Campo Grande;2;1;1;65;900.0;400.0;
Casa de Vila;Oswaldo Cruz;1;0;0;40;700.0;140.0;
Apartamento;Anil;2;1;0;42;1000.0;402.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;35;800.0;947.0;154.0
Casa de Vila;Bangu;1;0;0;20;400.0;;
Flat;Curicica;1;1;1;48;1000.0;950.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;600.0;600.0;
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;24;900.0;485.0;140.0
Conjunto Comercial/Sala;Pechincha;0;1;0;26;900.0;285.0;
Conjunto Comercial/Sala;Centro;0;0;0;30;400.0;291.0;95.0
Apartamento;Campo Grande;2;1;0;45;590.0;305.0;
Conjunto Comercial/Sala;Copacabana;0;0;0;32;1000.0;422.0;128.0
Conjunto Comercial/Sala;Pechincha;0;1;0;21;600.0;398.0;56.0
Apartamento;Campo Grande;2;0;0;55;1000.0;50.0;
Loja/Salão;Freguesia (Jacarepaguá);0;0;0;24;550.0;;
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;22;900.0;400.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;1100.0;551.0;220.0
Apartamento;Barra da Tijuca;1;1;1;42;1100.0;669.0;
Apartamento;Senador Vasconcelos;2;1;1;60;850.0;180.0;
Conjunto Comercial/Sala;Madureira;0;0;0;21;450.0;480.0;60.0
Conjunto Comercial/Sala;Centro;0;0;0;35;450.0;735.0;108.0
Apartamento;Campo Grande;2;0;0;50;1120.0;;
Conjunto Comercial/Sala;Centro;0;0;0;23;750.0;280.0;111.0
Apartamento;Vargem Pequena;1;1;1;70;1000.0;680.0;89.0
Apartamento;Praça Seca;3;2;0;48;500.0;295.0;
Apartamento;Catete;1;0;0;26;800.0;400.0;29.0
Conjunto Comercial/Sala;Madureira;0;0;0;35;800.0;847.0;44.0
Apartamento;Vila Valqueire;3;0;0;73;960.0;63.0;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;0;0;35;490.0;740.0;52.0
Quitinete;Centro;1;0;0;25;700.0;260.0;20.0
Apartamento;Engenho de Dentro;2;1;0;50;1100.0;480.0;
Quitinete;Quintino Bocaiúva;1;0;0;40;400.0;240.0;
Loja Shopping/ Ct Comercial;Recreio dos Bandeirantes;0;1;0;16;900.0;600.0;120.0
Casa de Condomínio;Campo Grande;2;1;0;100;650.0;100.0;
Conjunto Comercial/Sala;Vargem Grande;0;1;0;33;900.0;1172.0;73.0
Apartamento;Curicica;2;1;0;46;1000.0;503.0;13.0
Apartamento;Freguesia (Jacarepaguá);1;1;0;32;900.0;263.0;15.0
Apartamento;Bangu;2;1;0;60;1000.0;500.0;
Apartamento;Campo Grande;2;1;0;60;600.0;415.0;
Conjunto Comercial/Sala;Centro;0;0;0;33;500.0;563.0;123.0
Casa;Pedra de Guaratiba;2;1;0;60;900.0;;
Casa de Condomínio;Pedra de Guaratiba;2;1;0;60;800.0;300.0;
Conjunto Comercial/Sala;Penha Circular;0;1;0;27;600.0;285.0;34.0
Apartamento;Riachuelo;2;0;0;76;1100.0;350.0;180.0
Conjunto Comercial/Sala;Campo Grande;0;1;0;22;700.0;;
Conjunto Comercial/Sala;Centro;0;0;0;44;600.0;435.0;
Box/Garagem;Centro;0;0;0;0;550.0;;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1100.0;815.0;1042.0
Apartamento;Campo Grande;1;0;0;45;550.0;;
Apartamento;Campo Grande;2;1;0;48;900.0;340.0;
Quitinete;Braz de Pina;1;0;0;30;450.0;;
Apartamento;Vila da Penha;1;0;0;25;600.0;;
Apartamento;Engenho Novo;3;1;0;60;1100.0;650.0;20.0
Conjunto Comercial/Sala;Jacarepaguá;0;1;0;20;600.0;444.0;
Apartamento;Campo Grande;1;0;0;35;500.0;;
Apartamento;Copacabana;1;0;0;31;1100.0;506.0;58.0
Conjunto Comercial/Sala;Méier;0;0;0;24;700.0;280.0;47.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;29;800.0;400.0;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;30;900.0;260.0;
Quitinete;Centro;1;0;0;19;850.0;300.0;24.0
Quitinete;Centro;1;0;0;25;800.0;350.0;
Conjunto Comercial/Sala;Tanque;0;1;0;20;1000.0;416.0;67.0
Quitinete;Centro;1;0;0;31;750.0;350.0;20.0
Apartamento;Jacarepaguá;2;1;1;65;950.0;529.0;75.0
Apartamento;Santa Cruz;2;1;0;50;400.0;100.0;
Conjunto Comercial/Sala;Tijuca;0;1;0;27;1000.0;617.0;140.0
Conjunto Comercial/Sala;Glória;0;0;0;20;1198.0;;
Apartamento;Campo Grande;2;1;0;60;1100.0;480.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;800.0;580.0;50.0
Apartamento;Madureira;1;0;0;45;550.0;198.0;
Apartamento;Colégio;2;1;0;75;990.0;;
Conjunto Comercial/Sala;Centro;0;0;0;40;300.0;655.0;
Apartamento;Praça Seca;2;1;0;93;700.0;700.0;82.0
Apartamento;Engenho de Dentro;3;1;0;63;980.0;650.0;
Apartamento;Santíssimo;2;1;0;54;800.0;220.0;
Conjunto Comercial/Sala;Centro;0;0;0;30;700.0;480.0;
Casa;Campo Grande;2;1;0;50;1100.0;;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;0;0;22;500.0;540.0;56.0
Conjunto Comercial/Sala;Pechincha;0;1;0;22;550.0;430.0;56.0
Conjunto Comercial/Sala;Penha Circular;0;0;0;53;700.0;;
Loja/Salão;Copacabana;0;1;0;70;1000.0;2618.0;1369.0
Apartamento;Bonsucesso;2;0;0;60;900.0;110.0;33.0
Conjunto Comercial/Sala;Centro;0;0;0;25;950.0;435.0;85.0
Quitinete;Praça da Bandeira;1;0;0;23;900.0;363.0;25.0
Conjunto Comercial/Sala;Vila Isabel;0;0;0;26;700.0;526.0;130.0
Casa;Pechincha;2;0;0;55;1000.0;;
Casa de Vila;Anil;2;0;0;57;1100.0;25.0;
Conjunto Comercial/Sala;Vicente de Carvalho;0;1;0;27;1100.0;642.0;
Casa de Vila;Taquara;2;1;0;60;1100.0;200.0;14.0
Apartamento;Centro;1;0;0;15;800.0;305.0;20.0
Conjunto Comercial/Sala;Camorim;0;1;0;32;900.0;560.0;112.0
Conjunto Comercial/Sala;Centro;0;1;0;60;1000.0;2000.0;
Casa;Campo Grande;1;0;0;40;600.0;;
Apartamento;Lins de Vasconcelos;2;0;0;46;950.0;507.0;151.0
Loja/Salão;Pedra de Guaratiba;0;0;0;20;800.0;;
Apartamento;Todos os Santos;2;0;0;37;800.0;270.0;16.0
Conjunto Comercial/Sala;Centro;0;0;0;20;500.0;500.0;
Apartamento;Taquara;2;2;0;65;1000.0;220.0;14.0
Apartamento;Vila Isabel;2;0;0;62;1100.0;450.0;47.0
Apartamento;Cachambi;2;1;0;66;900.0;604.0;
Apartamento;Senador Vasconcelos;2;1;1;60;850.0;180.0;
Apartamento;Cachambi;2;0;0;70;800.0;545.0;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;0;0;27;600.0;850.0;104.0
Conjunto Comercial/Sala;Senador Camará;0;0;0;28;670.0;;
Conjunto Comercial/Sala;Bonsucesso;0;1;0;33;650.0;510.0;36.0
Quitinete;Tijuca;1;0;0;30;950.0;193.0;24.0
Casa;Oswaldo Cruz;1;0;0;36;800.0;;
Casa;Santíssimo;2;0;0;60;700.0;;
Apartamento;Lins de Vasconcelos;2;1;0;54;1100.0;652.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;450.0;790.0;1120.0
Conjunto Comercial/Sala;Pilares;0;1;0;27;1100.0;585.0;
Apartamento;Realengo;2;0;0;40;900.0;;60.0
Apartamento;Jacarepaguá;1;1;0;50;1100.0;480.0;14.0
Casa;Senador Vasconcelos;1;1;0;50;650.0;;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;34;1100.0;908.0;105.0
Casa;Taquara;2;1;0;60;900.0;;
Galpão/Depósito/Armazém;Bonsucesso;0;0;0;50;1000.0;100.0;
Apartamento;Braz de Pina;1;1;0;45;720.0;80.0;
Quitinete;Catete;1;0;0;30;1000.0;403.0;
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;20;1000.0;438.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;31;500.0;540.0;
Quitinete;Fátima;0;0;0;25;1000.0;400.0;25.0
Apartamento;Engenho de Dentro;2;1;0;55;1100.0;270.0;17.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;700.0;750.0;150.0
Apartamento;Jacarepaguá;2;1;0;60;850.0;536.0;17.0
Conjunto Comercial/Sala;Centro;0;0;0;30;750.0;490.0;101.0
Casa;Todos os Santos;2;0;0;55;1100.0;100.0;
Casa;Ramos;2;1;0;50;1000.0;;120.0
Conjunto Comercial/Sala;Méier;0;0;0;30;800.0;725.0;52.0
Conjunto Comercial/Sala;Flamengo;0;0;0;25;1000.0;450.0;
Conjunto Comercial/Sala;Centro;0;0;0;38;500.0;988.0;170.0
Apartamento;Freguesia (Jacarepaguá);2;0;0;48;700.0;317.0;14.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;26;800.0;796.0;56.0
Apartamento;Centro;1;0;0;30;1100.0;400.0;
Apartamento;Engenho de Dentro;2;0;0;70;1100.0;402.0;34.0
Apartamento;Itanhangá;2;0;0;58;900.0;547.0;34.0
Apartamento;Tomás Coelho;2;0;0;55;650.0;345.0;
Quitinete;Laranjeiras;1;0;0;27;1000.0;460.0;25.0
Apartamento;Irajá;2;0;0;75;1110.0;;
Conjunto Comercial/Sala;Copacabana;0;1;0;22;1000.0;640.0;153.0
Apartamento;Taquara;3;1;1;74;950.0;672.0;15.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;28;800.0;560.0;126.0
Apartamento;Praça Seca;3;1;0;62;730.0;300.0;16.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;22;1100.0;400.0;112.0
Apartamento;Praça Seca;2;1;0;97;850.0;555.0;
Apartamento;Riachuelo;1;1;0;45;900.0;557.0;16.0
Conjunto Comercial/Sala;Glória;0;0;0;100;150.0;;
Casa;Guaratiba;2;1;0;60;900.0;;
Apartamento;Anil;2;1;0;46;1100.0;400.0;13.0
Conjunto Comercial/Sala;Centro;0;0;0;30;600.0;572.0;78.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1000.0;1069.0;164.0
Apartamento;Vaz Lobo;1;1;1;44;800.0;;
Apartamento;Marechal Hermes;1;0;0;33;600.0;3.0;
Apartamento;Irajá;2;0;0;31;750.0;;
Conjunto Comercial/Sala;Copacabana;0;0;0;35;400.0;938.0;170.0
Apartamento;Cachambi;2;1;0;70;1100.0;512.0;14.0
Casa;Vila da Penha;2;0;0;68;1000.0;;
Casa;Guaratiba;3;1;0;65;1000.0;;
Casa;Irajá;2;1;0;60;600.0;;
Conjunto Comercial/Sala;Centro;0;0;0;30;500.0;432.0;133.0
Apartamento;Campo Grande;2;1;0;55;800.0;550.0;
Conjunto Comercial/Sala;Campo Grande;0;1;0;27;750.0;650.0;155.0
Apartamento;Pedra de Guaratiba;2;0;0;60;900.0;;
Apartamento;Lins de Vasconcelos;2;1;0;60;1000.0;546.0;13.0
Box/Garagem;Centro;0;1;0;0;380.0;150.0;
Casa;Pedra de Guaratiba;2;0;0;80;800.0;100.0;
Casa;Campo Grande;2;0;1;60;800.0;;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;0;0;27;600.0;890.0;107.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;24;580.0;369.0;174.0
Quitinete;Santa Teresa;0;1;0;50;800.0;493.0;
Casa de Vila;Pavuna;1;0;0;41;600.0;67.0;
Apartamento;Penha;2;1;0;56;800.0;448.0;28.0
Apartamento;Engenho Novo;2;0;0;60;800.0;620.0;12.0
Casa de Condomínio;Guaratiba;2;1;0;72;1000.0;160.0;
Conjunto Comercial/Sala;Centro;0;0;0;25;500.0;350.0;80.0
Apartamento;Cascadura;2;1;0;55;850.0;540.0;
Apartamento;Lins de Vasconcelos;2;1;0;50;800.0;250.0;35.0
Conjunto Comercial/Sala;São Cristóvão;0;1;0;29;1000.0;400.0;
Apartamento;Vargem Pequena;2;0;0;53;1100.0;365.0;27.0
Conjunto Comercial/Sala;Centro;0;0;0;26;500.0;560.0;84.0
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;29;1000.0;1010.0;234.0
Quitinete;Rocha Miranda;1;0;0;30;400.0;;
Conjunto Comercial/Sala;Realengo;0;0;0;30;800.0;150.0;16.0
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;27;750.0;758.0;124.0
Loja/Salão;Barra da Tijuca;0;2;0;80;1000.0;1750.0;1900.0
Apartamento;Campo Grande;2;1;0;51;600.0;325.0;
Conjunto Comercial/Sala;Taquara;0;1;0;36;950.0;540.0;56.0
Conjunto Comercial/Sala;Centro;0;0;0;35;950.0;349.0;830.0
Quitinete;Centro;0;0;0;28;800.0;303.0;20.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;22;1100.0;400.0;
Apartamento;Rocha Miranda;1;0;0;45;500.0;80.0;
Casa;Campo Grande;3;1;0;80;1000.0;;
Apartamento;Méier;2;0;0;64;950.0;200.0;
Apartamento;Ramos;2;1;0;67;900.0;470.0;
Conjunto Comercial/Sala;Flamengo;0;0;0;29;1000.0;402.0;141.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;1100.0;7322.0;112.0
Conjunto Comercial/Sala;Campo Grande;0;0;0;29;900.0;429.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1100.0;948.0;155.0
Conjunto Comercial/Sala;Vila da Penha;0;1;0;26;700.0;535.0;2.0
Apartamento;Jacarepaguá;2;0;0;50;1000.0;520.0;50.0
Apartamento;Braz de Pina;2;0;0;49;1100.0;;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;25;700.0;372.0;560.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1000.0;800.0;125.0
Casa;Campo Grande;2;0;0;60;700.0;;
Casa de Condomínio;Campo Grande;2;1;0;74;1100.0;300.0;
Conjunto Comercial/Sala;Centro;0;0;0;30;500.0;408.0;69.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;65;800.0;673.0;100.0
Conjunto Comercial/Sala;Centro;0;0;0;30;500.0;780.0;129.0
Apartamento;Sampaio;1;1;0;60;1000.0;400.0;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;0;0;36;800.0;650.0;60.0
Apartamento;Olaria;2;1;0;58;660.0;450.0;
Apartamento;Méier;2;1;0;71;1100.0;580.0;
Loja/Salão;Recreio dos Bandeirantes;0;1;0;46;1150.0;532.0;105.0
Apartamento;Taquara;2;0;0;68;900.0;130.0;14.0
Apartamento;Campo Grande;2;0;0;60;650.0;330.0;
Apartamento;Lins de Vasconcelos;2;1;0;80;550.0;781.0;
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;26;800.0;350.0;1.0
Conjunto Comercial/Sala;Pechincha;0;1;0;21;100.0;409.0;
Apartamento;Cachambi;2;1;1;68;999.0;451.0;50.0
Apartamento;Moneró;1;0;0;50;1100.0;360.0;49.0
Apartamento;Tijuca;2;0;0;64;1000.0;470.0;70.0
Conjunto Comercial/Sala;Del Castilho;0;1;0;29;800.0;779.0;
Conjunto Comercial/Sala;Rocha Miranda;0;0;0;35;400.0;400.0;60.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;31;800.0;686.0;112.0
Apartamento;Bonsucesso;1;0;0;35;850.0;;10.0
Box/Garagem;Centro;0;0;0;9;100.0;446.0;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;30;800.0;387.0;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;26;800.0;345.0;
Conjunto Comercial/Sala;Campo Grande;0;1;0;24;750.0;357.0;150.0
Conjunto Comercial/Sala;Centro;0;0;0;29;760.0;615.0;210.0
Apartamento;Centro;2;0;0;50;1000.0;450.0;50.0
Casa de Condomínio;São Francisco Xavier;2;1;0;70;1100.0;;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;950.0;1200.0;114.0
Casa;Vaz Lobo;2;1;0;98;990.0;;
Casa de Condomínio;Campo Grande;2;1;0;70;900.0;200.0;
Apartamento;Estácio;2;0;0;72;1100.0;425.0;13.0
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;21;1000.0;340.0;90.0
Apartamento;Freguesia (Jacarepaguá);1;0;0;28;550.0;;
Conjunto Comercial/Sala;Centro;0;0;0;32;450.0;566.0;122.0
Apartamento;Engenho de Dentro;2;1;0;70;1000.0;550.0;
Apartamento;Botafogo;1;0;0;35;1000.0;293.0;86.0
Casa Comercial;Centro;0;0;0;42;900.0;1140.0;175.0
Casa;Pedra de Guaratiba;2;1;0;60;800.0;;
Apartamento;Parada de Lucas;2;0;0;58;900.0;300.0;
Conjunto Comercial/Sala;Centro;0;0;0;5;299.0;;
Conjunto Comercial/Sala;Largo do Machado;0;0;0;23;800.0;620.0;104.0
Apartamento;Pilares;2;0;0;50;850.0;238.0;
Quitinete;Vargem Grande;1;0;0;35;800.0;230.0;
Quitinete;Centro;1;0;0;35;650.0;398.0;
Conjunto Comercial/Sala;Centro;0;0;0;30;600.0;340.0;82.0
Apartamento;Méier;2;1;0;77;1100.0;331.0;51.0
Apartamento;Lins de Vasconcelos;2;1;0;60;900.0;300.0;10.0
Conjunto Comercial/Sala;Centro;0;0;0;21;650.0;347.0;
Apartamento;Praça Seca;3;1;0;48;850.0;293.0;13.0
Apartamento;Penha;2;0;0;80;1100.0;265.0;
Conjunto Comercial/Sala;Vila da Penha;0;1;0;23;700.0;523.0;
Conjunto Comercial/Sala;Botafogo;0;0;0;15;680.0;;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;28;700.0;627.0;
Conjunto Comercial/Sala;Méier;0;0;0;30;800.0;668.0;
Apartamento;Tijuca;1;0;0;40;1100.0;450.0;24.0
Conjunto Comercial/Sala;Taquara;0;0;0;40;1000.0;;155.0
Apartamento;Jardim Sulacap;2;0;0;56;960.0;240.0;
Apartamento;Turiaçu;2;0;1;42;900.0;;
Quitinete;Flamengo;0;0;0;30;900.0;447.0;29.0
Conjunto Comercial/Sala;Méier;0;0;0;30;600.0;580.0;
Conjunto Comercial/Sala;Campo Grande;0;0;0;25;500.0;366.0;
Quitinete;Copacabana;0;0;0;22;1100.0;493.0;25.0
Conjunto Comercial/Sala;Centro;0;0;0;34;500.0;1030.0;105.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;70;1000.0;200.0;20.0
Loja/Salão;Ramos;0;0;0;12;750.0;200.0;33.0
Apartamento;Irajá;2;1;0;80;1100.0;350.0;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;25;800.0;350.0;
Apartamento;Praça Seca;2;1;0;57;750.0;488.0;14.0
Apartamento;Maracanã;1;0;0;50;1100.0;492.0;20.0
Quitinete;Centro;1;0;0;30;750.0;330.0;25.0
Box/Garagem;Centro;0;20;0;0;320.0;;
Quitinete;Centro;1;0;0;25;700.0;292.0;24.0
Apartamento;Méier;2;0;0;70;1000.0;525.0;55.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1000.0;979.0;180.0
Quitinete;Botafogo;1;0;0;21;1000.0;350.0;291.0
Apartamento;Vila Isabel;2;0;0;65;1000.0;436.0;21.0
Apartamento;Vicente de Carvalho;2;0;0;35;600.0;;
Conjunto Comercial/Sala;Curicica;0;1;0;18;360.0;700.0;55.0
Casa;Méier;2;0;0;57;900.0;;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;28;800.0;731.0;
Apartamento;Freguesia (Ilha do Governador);1;0;0;40;800.0;150.0;
Quitinete;Copacabana;1;0;0;28;1000.0;567.0;
Apartamento;Taquara;2;0;0;52;900.0;528.0;
Quitinete;Botafogo;1;0;0;20;1100.0;481.0;29.0
Apartamento;Pechincha;2;1;0;50;1000.0;385.0;13.0
Conjunto Comercial/Sala;Centro;0;0;0;29;700.0;308.0;
Conjunto Comercial/Sala;Campo Grande;0;0;0;29;900.0;420.0;125.0
Quitinete;Centro;0;0;0;30;1000.0;480.0;
Apartamento;Bonsucesso;2;0;0;49;980.0;350.0;
Quitinete;Centro;1;0;0;25;800.0;200.0;25.0
Apartamento;Recreio dos Bandeirantes;1;0;0;50;900.0;100.0;62.0
Apartamento;Oswaldo Cruz;1;1;0;50;650.0;227.0;
Conjunto Comercial/Sala;Itanhangá;0;1;0;28;900.0;383.0;105.0
Conjunto Comercial/Sala;Vila da Penha;0;1;0;26;800.0;480.0;33.0
Apartamento;Vila Kosmos;2;0;0;65;1000.0;250.0;
Casa de Condomínio;Campo Grande;1;0;0;50;700.0;;
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;30;1000.0;2500.0;619.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;28;500.0;540.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;1000.0;843.0;47.0
Apartamento;Jardim Sulacap;2;1;0;56;830.0;270.0;
Apartamento;Engenho de Dentro;2;0;0;65;800.0;285.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;600.0;412.0;112.0
Conjunto Comercial/Sala;Jacarepaguá;0;1;0;21;600.0;350.0;
Conjunto Comercial/Sala;Tijuca;0;0;0;29;800.0;480.0;142.0
Conjunto Comercial/Sala;Centro;0;1;0;30;900.0;909.0;75.0
Quitinete;Botafogo;1;0;0;21;800.0;350.0;
Casa de Condomínio;Campo Grande;2;1;0;55;1000.0;;
Apartamento;Colégio;2;0;1;90;1000.0;;
Apartamento;Irajá;2;0;0;65;1000.0;260.0;
Apartamento;Oswaldo Cruz;2;0;0;55;930.0;140.0;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;0;0;22;750.0;378.0;85.0
Quitinete;Botafogo;1;0;0;28;1100.0;481.0;25.0
Casa;Campo Grande;2;1;0;80;900.0;;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;40;850.0;1185.0;136.0
Apartamento;Freguesia (Jacarepaguá);2;0;0;58;1100.0;440.0;39.0
Quitinete;Copacabana;1;0;0;25;1000.0;385.0;
Quitinete;Botafogo;0;0;0;24;1100.0;417.0;
Casa de Condomínio;Taquara;2;1;0;55;1000.0;450.0;
Quitinete;Estácio;0;0;0;15;700.0;;
Conjunto Comercial/Sala;Centro;1;0;0;25;700.0;321.0;107.0
Conjunto Comercial/Sala;Centro;0;0;0;38;600.0;554.0;79.0
Apartamento;Jardim Sulacap;1;0;0;72;880.0;;13.0
Apartamento;Santa Teresa;1;0;0;35;800.0;400.0;
